,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
25915,25915,3556,813,Find Me (Found Duet - Book 2),Laurelin Paige,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Sep 2015,260,Paige Press,English,Found in You,Laurelin Paige,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Adult,September 30th 2013,232,Laurelin Paige,
26024,26024,3292,817,Sweet Surrender,Maya Banks,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jul 2013,344,Penguin Putnam Inc,English,Sweet Surrender,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Romance;Contemporary Romance,March 4th 2008,344,Berkley Heat,English
26454,26454,3139,833,Revealing Us,Lisa Renee Jones,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2013,320,SIMON & SCHUSTER,English,Revealing Us,Lisa Renee Jones,Romance;Erotica;Bdsm;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance,September 10th 2013,320,Gallery Books,
26659,26659,169,839,Great Expectations,Charles Dickens:David Trotter:Charlotte Mitchell,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,05 Jan 2012,544,Penguin Books Ltd,English,Great Expectations,Charles Dickens,Classics;Fiction;Literature;Historical;Historical Fiction;Academic;School,,505,Oxford University Press,English
26668,26668,230,841,Attachments,Rainbow Rowell,Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2012,323,Plume Books,English,Attachments,Rainbow Rowell,Romance;Contemporary;Fiction;Womens Fiction;Chick Lit;Adult,April 14th 2011,323,Dutton,English
26688,26688,1406,842,The Renegade Hunter : A Rogue Hunter Novel,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,01 Dec 2009,384,HarperCollins Publishers Inc,English,The Renegade Hunter,Lynsay Sands,Fantasy;Paranormal;Romance;Paranormal;Vampires,September 29th 2009,357,Avon,English
26943,26943,1371,860,Shopaholic & Sister : (Shopaholic Book 4),Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:English Language: Reading & Writing Skills,29 Jun 2011,384,Transworld Publishers Ltd,English,Confessions of a Shopaholic,Sophie Kinsella,Womens Fiction;Chick Lit;Humor;Funny;Adult Fiction;Romance;Contemporary Romance;Humor;Comedy;Humor;Romance;Young Adult;European Literature;British Literature;Novels,November 4th 2003,368,Dell Publishing Company,English
26956,26956,2478,860,Shopaholic & Baby : (Shopaholic Book 5),Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Dec 2007,448,Transworld Publishers Ltd,English,Confessions of a Shopaholic,Sophie Kinsella,Womens Fiction;Chick Lit;Humor;Funny;Adult Fiction;Romance;Contemporary Romance;Humor;Comedy;Humor;Romance;Young Adult;European Literature;British Literature;Novels,November 4th 2003,368,Dell Publishing Company,English
27286,27286,3094,869,Dangerous Passion,Lisa Marie Rice,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Oct 2009,310,HarperCollins Publishers Inc,English,Dangerous Lover,Lisa Marie Rice,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Suspense,July 31st 2007,337,Avon Red,English
27294,27294,3801,869,Fatal Heat and Two Dangerous Novellas,Lisa Marie Rice,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,373,HarperCollins Publishers Inc,English,Dangerous Lover,Lisa Marie Rice,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Suspense,July 31st 2007,337,Avon Red,English
27307,27307,2450,870,Forever My Girl,Heidi McLaughlin,Adult & Contemporary Romance:Adult & Contemporary Romance,11 Oct 2017,254,Books by Heidi McLaughlin,English,Forever My Girl,Heidi McLaughlin,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Music,December 27th 2012,302,Bandit Publishing Company,English
27412,27412,1834,874,Splendid : Number 1 in series,Julia Quinn,Historical Romance:Historical Romance,09 Feb 2009,416,Little Brown Book Group,English,Splendid,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,August 26th 2003,396,Avon,English
27449,27449,254,877,Immortals After Dark #1: A Hunger Like No Other,Kresley Cole,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jun 2008,368,SIMON & SCHUSTER,English,A Hunger Like No Other,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,April 1st 2006,356,Pocket Star,English
27746,27746,144,886,The King,J R Ward,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Aug 2014,620,Berkley Books,English,The King,J.R. Ward,Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Paranormal;Vampires;Fantasy,April 1st 2014,591,Signet,
27787,27787,525,887,Lair of the Lion,Christine Feehan,Fantasy:Fantasy Books:Historical Romance:Historical Romance,20 Feb 2012,384,HarperCollins Publishers Inc,English,Lair of the Lion,Christine Feehan,Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy,September 1st 2002,366,Leisure Books,English
28012,28012,407,895,Spell Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Jul 2006,416,Bantam Doubleday Dell Publishing Group Inc,English,To Tame A Highland Warrior,Karen Marie Moning,Romance;Historical Romance;Fantasy;Historical;Science Fiction;Time Travel;Romance;Historical;Historical Fiction;Adult;Fiction;Cultural;Scotland;Fantasy;Paranormal,November 4th 2009,388,Dell,
28015,28015,1201,895,The Dark Highlander,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,01 Oct 2002,1,Bantam Doubleday Dell Publishing Group Inc,English,To Tame A Highland Warrior,Karen Marie Moning,Romance;Historical Romance;Fantasy;Historical;Science Fiction;Time Travel;Romance;Historical;Historical Fiction;Adult;Fiction;Cultural;Scotland;Fantasy;Paranormal,November 4th 2009,388,Dell,
28384,28384,41,903,Entwined With You : Crossfire Book 3,Sylvia Day,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,368,Penguin Books Ltd (UK),English,Entwined with You,Sylvia Day,Romance;Adult Fiction,June 4th 2013,356,Berkley,English
28387,28387,113,903,Captivated by You,Sylvia Day,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,18 Nov 2014,356,Berkley Books,English,Entwined with You,Sylvia Day,Romance;Adult Fiction,June 4th 2013,356,Berkley,English
28459,28459,1414,904,Dark Legacy,Christine Feehan,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,05 Sep 2017,416,Little Brown Book Group,English,Dark Melody,Christine Feehan,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires,November 28th 2003,374,Leisure Books,English
29007,29007,1684,927,A Night to Surrender,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,30 Aug 2011,400,HarperCollins Publishers Inc,English,A Night to Surrender,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 30th 2011,372,Avon,English
29255,29255,1087,937,Nora Roberts Circle Trilogy Box Set,Nora Roberts,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,31 Dec 2006,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29257,29257,1098,937,Nora Roberts Sign of Seven Trilogy Box Set,Nora Roberts,Romance:Romance Books,01 Apr 2009,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English
29490,29490,190,947,Once Burned : A Night Prince Novel,Jeaniene Frost,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Jul 2012,384,HarperCollins Publishers Inc,English,Once Burned,Jeaniene Frost,Fantasy;Paranormal;Paranormal;Vampires;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Fantasy,June 26th 2012,346,Avon,English
29859,29859,3520,969,Anything He Wants & Castaway,Sara Fawkes,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Oct 2014,661,St. Martin's Griffin,English,Anything He Wants,Sara Fawkes,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Romance;Contemporary Romance;Romance;Erotic Romance,November 27th 2012,288,St. Martin's Griffin,
30472,30472,3871,995,Secrets Volume 18 Dark Passions : The Best in Romantic Erotic Romance,Larissa Ione:Rae Monet:Linda Gayle:Cynthia Eden,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Dec 2006,316,Red Sage Publishing Inc.,English,Mackenzies Bundle: Mackenzie's Mountain / Mackenzie's Mission / Mackenzie's Pleasure / A Game of Chance,Linda Howard,Romance;Romance;Contemporary Romance,October 1st 2006,1062,HQN,
30530,30530,3940,998,Twisted Together,Pepper Winters,Contemporary Fiction:Erotic Fiction,01 Jun 2014,572,Createspace Independent Publishing Platform,English,Twisted Together,Pepper Winters,Dark;Erotica;Bdsm;Romance;Adult Fiction;Erotica;Sociology;Abuse,June 1st 2014,574,CreateSpace Independent Publishing Platform,
30792,30792,1802,1007,A Secret Love : Number 5 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Apr 2007,432,Little Brown Book Group,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
30832,30832,3774,1007,Beautiful secret (Un secreto explosivo),Christina Lauren,Erotic Fiction:Romance:Romance Books,21 Jul 2015,357,DEBOLSILLO,Spanish,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English
30956,30956,1758,1013,A Night Like This : Number 2 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,29 May 2012,384,Little Brown Book Group,English,A Night Like This,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 29th 2012,373,Avon,English
31201,31201,2554,1025,Call Me Irresistible,Susan Elizabeth Phillips,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Apr 2012,384,HarperCollins Publishers Inc,English,Irresistible,Susan Mallery,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction;Adult;Audiobook;War;Military;Family;Category Romance;Harlequin,July 1st 2006,376,HQN,English
31232,31232,1357,1027,After We Collided,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,688,SIMON & SCHUSTER,English,After Ever Happy,Anna Todd,Romance;New Adult;Contemporary,February 24th 2015,512,Gallery Books,English
31649,31649,3150,1047,Knight's Mistress,C. C. Gibbs,Erotic Fiction,06 Dec 2012,364,Quercus Publishing,English,Knight's Mistress,C.C. Gibbs,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,December 6th 2012,364,Quercus,English
31838,31838,2513,1054,I Only Have Eyes for You,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,24 Sep 2013,378,Mira Books,English,I Only Have Eyes for You,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary,February 22nd 2012,384,Oak Press LLC,
31853,31853,1138,1056,Before We Were Strangers : A Love Story,Renee Carlino,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Aug 2015,320,Atria Books,English,Before We Were Strangers,Renee Carlino,Romance;Contemporary Romance;Romance;Academic;College;Fiction,August 18th 2015,320,Atria Books,English
32072,32072,729,1064,The Hating Game: 'Warm witty and wise' The Daily Mail,Sally Thorne,Contemporary Fiction:Romance:Romance Books,07 Sep 2017,384,Little Brown Book Group,English,The Hating Game,Sally  Thorne,Romance;Contemporary;Womens Fiction;Chick Lit;Romance;Contemporary Romance;Adult;Fiction,August 9th 2016,387,William Morrow,;
32082,32082,882,1065,Nauti Dreams,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Aug 2011,312,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English
32086,32086,984,1065,Nauti Intentions,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 May 2009,339,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English
32087,32087,989,1065,Nauti Deceptions : A Nauti Novel,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Apr 2012,394,Penguin Putnam Inc,English,Nauti Intentions,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Romance;Romantic Suspense;Contemporary,April 7th 2009,339,Berkley Sensation,English
32726,32726,173,1095,Archangel's Blade,Nalini Singh,Contemporary Fiction:Romance:Romance Books,06 Sep 2011,320,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32729,32729,228,1095,Archangel's Legion,Nalini Singh,Contemporary Fiction:Romance:Romance Books,29 Oct 2013,374,Berkley Books,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32732,32732,556,1095,Archangel's Shadows,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Oct 2014,373,Berkley Books,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32752,32752,1154,1095,Angels' Blood,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,16 Jul 2009,353,Penguin Putnam Inc,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32763,32763,1350,1095,Archangel's Enigma : Book 8,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,05 Nov 2015,384,Orion Publishing Co,English,Archangel's Blade,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,September 6th 2011,310,Berkley Sensation,English
32803,32803,2189,1096,A Gentle Feuding,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,05 Feb 2002,400,HarperCollins Publishers Inc,English,Gentle Rogue,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adventure;Pirates,July 12th 2011,452,Avon,
33058,33058,461,1103,To Tame A Highland Warrior,Karen Marie Moning,Historical Romance:Historical Romance,01 Mar 2000,366,Bantam Doubleday Dell Publishing Group Inc,English,The Highlander's Touch,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,May 29th 2007,356,Dell Publishing Company,English
33084,33084,2996,1104,Left Drowning,Jessica Park,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jul 2013,399,Skyscape,English,Left Drowning,Jessica Park,New Adult;Romance;Contemporary;Academic;College;Romance;Contemporary Romance;Sociology;Abuse,July 16th 2013,399,Skyscape,English
33267,33267,762,1116,Sweet Dreams,Kristen Ashley,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Jun 2014,688,FOREVER,English,Wildest Dreams,Kristen Ashley,Fantasy;Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Magic,August 15th 2011,536,,
33448,33448,1232,1123,Rogue Rider,Larissa Ione,Contemporary Fiction:Horror:Horror:Romance:Romance Books,20 Nov 2012,432,Time Warner Trade Publishing,English,Lethal Rider,Larissa Ione,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Paranormal;Angels;Fantasy;Paranormal;Vampires,May 22nd 2012,464,Piatkus Books,English
33511,33511,1905,1125,An Unsuitable Bride,Jane Feather,Contemporary Fiction:Historical Romance:Historical Romance:Family & Relationships,24 Jul 2012,465,SIMON & SCHUSTER,English,The Sherbrooke Bride,Catherine Coulter,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,April 1st 1992,409,Jove,English
33600,33600,369,1130,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English
33624,33624,1718,1130,Desperate Duchesses,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,This Duchess of Mine,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,May 26th 2009,370,Avon,English
34023,34023,1620,1142,Simply Magic,Mary Balogh,Contemporary Fiction:Historical Romance:Historical Romance,26 Feb 2008,433,Bantam Doubleday Dell Publishing Group Inc,English,Simply Love,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,February 27th 2007,418,Dell,English
34032,34032,1800,1142,Simply Love,Mary Balogh,Contemporary Fiction:Historical Romance:Historical Romance,27 Feb 2007,418,Random House USA Inc,English,Simply Love,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,February 27th 2007,418,Dell,English
34052,34052,215,1143,Dark Witch : Book one of the Cousins O`Dwyer Trilogy,Nora Roberts,Romance:Romance Books,08 May 2014,352,Penguin Putnam Inc,English,Dark Witch,Nora Roberts,Romance;Fantasy;Fantasy;Paranormal;Fiction;Romance;Paranormal Romance;Paranormal;Witches;Fantasy;Magic,October 29th 2013,342,Berkley,English
34171,34171,1704,1145,Pleasures of a Notorious Gentleman,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,02 Sep 2011,384,HarperCollins Publishers Inc,English,Pleasures of a Notorious Gentleman,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical Romance;Regency Romance,November 30th 2010,372,Avon,English
34249,34249,1285,1150,Lead,Kylie Scott,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Nov 2014,305,St. Martin's Griffin,English,Lead,Kylie Scott,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Music,November 25th 2014,305,St. Martin's Griffin,English
34252,34252,2421,1150,Lead,Kylie Scott,Adult & Contemporary Romance:Adult & Contemporary Romance,05 Nov 2015,320,Pan MacMillan,English,Lead,Kylie Scott,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Music,November 25th 2014,305,St. Martin's Griffin,English
34331,34331,12,1154,Outlander Boxed Set : Outlander Dragonfly in Amber Voyager Drums of Autumn,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,03 Feb 2017,None,Dell,English,Dragonfly in Amber,Diana Gabaldon;Sven Christer Swahn;Gunilla Leining,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,743,Bantam,English
34553,34553,1877,1161,Voyager,Diana Gabaldon,Science Fiction:Science Fiction:Romance:Romance Books:Historical Romance:Historical Romance,01 Oct 1994,1059,Turtleback Books,English,Voyager,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical;Romance;Historical Romance;Adult;Cultural;Scotland;Adventure,August 7th 2001,870,Delta,English
34619,34619,103,1163,Virgins : An Outlander Short Story,Diana Gabaldon,Historical Adventure:Historical Romance:Historical Romance:Historical Fiction,18 Nov 2016,256,Cornerstone,English,The Outlander Series,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Historical;Science Fiction;Time Travel;Fiction,October 29th 2012,7852,Dell,English
34765,34765,1575,1168,This Heart of Mine,Susan Elizabeth Phillips,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,05 Feb 2002,432,HarperCollins Publishers Inc,English,Heart of Darkness,Gena Showalter;Maggie Shayne;Susan Krinard,Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy;Adult;Fantasy;Mythology;Romance;Paranormal Romance,December 22nd 2009,336,Harlequin Books,English
34927,34927,594,1170,The Marriage Mistake,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2012,338,SIMON & SCHUSTER,English,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,July 6th 2010,316,Berkley Sensation,English
35124,35124,128,1179,Lover Awakened : A Novel of the Black Dagger Brotherhood,J. R. Ward,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward,Paranormal;Vampires;Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Adult;Fantasy;Urban Fantasy;Contemporary;Fantasy;Supernatural;Adult Fiction;Erotica,September 29th 2009,None,Signet,English
35146,35146,1418,1179,Blood Vow : Black Dagger Legacy,J R Ward,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,23 May 2017,461,Ballantine Books,English,Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward,Paranormal;Vampires;Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Adult;Fantasy;Urban Fantasy;Contemporary;Fantasy;Supernatural;Adult Fiction;Erotica,September 29th 2009,None,Signet,English
35253,35253,650,1188,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,
35259,35259,1086,1188,Unleash the Night,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,01 Mar 2006,378,St Martin's Press,English,Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,
35287,35287,2714,1188,Born of Fury : The League: Nemesis Rising,Sherrilyn Kenyon,Adventure Books:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Mar 2015,576,St. Martin's Press,English,Born of the Night,Sherrilyn Kenyon,Romance;Romance;Paranormal Romance;Science Fiction;Fantasy;Paranormal;Fantasy,,560,iPublish.com,
36406,36406,522,1277,The Other Miss Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,23 Jul 2018,384,HarperCollins Publishers Inc,English,Because of Miss Bridgerton,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Adult,March 29th 2016,375,Avon,English
36677,36677,1629,1291,Minx,Julia Quinn,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Sep 2011,391,HarperCollins Publishers Inc,English,Minx,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 27th 2004,391,Avon,English
36798,36798,1874,1297,A Devil in Scotland : A No Ordinary Hero Novel,Suzanne Enoch,Historical Romance:Historical Romance,09 Feb 2018,320,St Martin's Press,English,England's Perfect Hero,Suzanne Enoch,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,February 24th 2004,374,Avon,English
36827,36827,3862,1299,Beg Tease Submit - Books 1-3 : Submission Series,CD Reiss,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Sep 2015,266,Diversion Books,English,Beg Tease Submit,C.D. Reiss,Erotica;Bdsm;Adult Fiction;Erotica;Romance;Romance;Contemporary Romance;Romance;Erotic Romance,March 24th 2013,330,Flip City Media Inc,
36953,36953,1622,1305,The Chief,Monica McCarty,Contemporary Fiction:Historical Romance:Historical Romance,23 Mar 2010,432,Random House USA Inc,English,The Chief,Monica McCarty,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,March 23rd 2010,405,Ballantine Books,English
37151,37151,319,1312,Sins of the Night,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Jul 2005,384,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English
37154,37154,650,1312,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English
37162,37162,1109,1312,Seize the Night,Sherrilyn Kenyon,Romance:Romance Books,06 Aug 2009,339,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English
37178,37178,1353,1312,Born of Night,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Jan 2010,539,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English
37181,37181,1396,1312,Night Embrace,Sherrilyn Kenyon,Science Fiction:Science Fiction:Romance:Romance Books,30 Apr 2010,408,St Martin's Press,English,Kiss of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,April 19th 2004,361,St. Martin's Press,English
